行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/領域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益,緯度,経度,地域マネージャー,予算,返品
91,JP-2019-1038631,2019-08-22 00:00:00,2019-08-27 00:00:00,通常配送,霜匠-21175,霜田 匠,大企業,瀬戸市,愛知県,日本,中部地方,事務用-ラベ-10003374,事務用品,ラベル,"Harbour Creations 丸型ラベル, 調整可能",310,1,0,34,35.1802,136.9066,辻岡 美羽,40000000,
92,JP-2017-1039545,2017-10-10 00:00:00,2017-10-13 00:00:00,セカンド クラス,北翔-11695,北澤 翔,大企業,新宿区,東京都,日本,関東地方,事務用-紙-10001287,事務用品,紙,"サンディスク リーム, 12 パック",3845.4,2,0.15,1309.4,35.6895,139.6917,中吉 孝,50000000,○
93,JP-2016-1040406,2016-10-16 00:00:00,2016-10-21 00:00:00,通常配送,平輝-19345,平川 輝,大企業,鈴鹿市,三重県,日本,関西地方,家具-椅子-10002810,家具,椅子,"Hon ロッキング チェア, 黒",35893.2,7,0.4,-11972.8,34.7303,136.5086,金児 皐,50000000,
94,JP-2019-1041247,2019-11-22 00:00:00,2019-11-25 00:00:00,セカンド クラス,北翔-11695,北澤 翔,大企業,新宿区,東京都,日本,関東地方,家電-コピ-10003000,家電,コピー機,"ヒューレット・パッカード 家庭用コピー機, カラー",24770.7,3,0.15,5240.7,35.6895,139.6917,中吉 孝,50000000,
95,JP-2019-1041715,2019-10-25 00:00:00,2019-11-01 00:00:00,通常配送,田葵-21535,田幡 葵,小規模事業所,福山市,広島県,日本,中国地方,事務用-画材-10002645,事務用品,画材,"BIC マーカー, 大容量パック",2492,2,0.3,-1036,34.3963,132.4596,雨宮 武,30000000,
96,JP-2019-1042695,2019-09-05 00:00:00,2019-09-12 00:00:00,通常配送,河昭-17455,河江 昭夫,消費者,宜野湾市,沖縄県,日本,九州,家電-事務-10000137,家電,事務機器,"OKI データ 電話, 赤",16800,3,0,5712,26.2124,127.6809,矢幡 翔太,35000000,
97,JP-2019-1042695,2019-09-05 00:00:00,2019-09-12 00:00:00,通常配送,河昭-17455,河江 昭夫,消費者,宜野湾市,沖縄県,日本,九州,家具-本棚-10001439,家具,本棚,"Sauder コーナー シェルフ, 従来型",19640,2,0,6872,26.2124,127.6809,矢幡 翔太,35000000,
98,JP-2018-1044305,2018-06-05 00:00:00,2018-06-10 00:00:00,セカンド クラス,倉翼-20110,倉本 翼,消費者,川崎市川崎区,神奈川県,日本,関東地方,家電-電話-10001855,家電,電話機,"アップル 充電器, 大容量パック",339360,8,0,159488,35.4478,139.6425,中吉 孝,50000000,○
99,JP-2018-1044783,2018-12-13 00:00:00,2018-12-18 00:00:00,通常配送,東麗-17905,東條 麗華,大企業,浜松市中区,静岡県,日本,中部地方,事務用-保管-10003674,事務用品,保管箱,"Fellowes フォルダ, フル サイズ",2114.4,2,0.4,-1239.6,34.9769,138.3831,辻岡 美羽,40000000,
100,JP-2019-1045002,2019-12-12 00:00:00,2019-12-17 00:00:00,通常配送,大延-20350,大津 延,小規模事業所,新宿区,東京都,日本,関東地方,事務用-文房-10001472,事務用品,文房具,"Stiletto カッター ナイフ, スチール",6012.9,3,0.15,984.9,35.6895,139.6917,中吉 孝,50000000,
101,JP-2019-1045002,2019-12-12 00:00:00,2019-12-17 00:00:00,通常配送,大延-20350,大津 延,小規模事業所,新宿区,東京都,日本,関東地方,家具-本棚-10002300,家具,本棚,"イケア 書庫, 黒",144680.2,7,0.15,11904.2,35.6895,139.6917,中吉 孝,50000000,
102,JP-2019-1045002,2019-12-12 00:00:00,2019-12-17 00:00:00,通常配送,大延-20350,大津 延,小規模事業所,新宿区,東京都,日本,関東地方,家具-椅子-10001540,家具,椅子,"Novimex ロッキング チェア, 2 つセット",22725.6,3,0.15,2673.6,35.6895,139.6917,中吉 孝,50000000,
103,JP-2019-1045002,2019-12-12 00:00:00,2019-12-17 00:00:00,通常配送,大延-20350,大津 延,小規模事業所,新宿区,東京都,日本,関東地方,家具-家具-10003631,家具,家具,"Deflect-O ドア ストッパー, プレミアム",24123,10,0.15,5943,35.6895,139.6917,中吉 孝,50000000,
104,JP-2019-1045002,2019-12-12 00:00:00,2019-12-17 00:00:00,通常配送,大延-20350,大津 延,小規模事業所,新宿区,東京都,日本,関東地方,事務用-ラベ-10000890,事務用品,ラベル,"Novimex 色分けラベル, 赤",4855.2,7,0.15,1593.2,35.6895,139.6917,中吉 孝,50000000,
105,JP-2019-1046364,2019-10-20 00:00:00,2019-10-22 00:00:00,セカンド クラス,丹剛-21580,丹藤 剛,消費者,堺市堺区,大阪府,日本,関西地方,事務用-クリ-10003302,事務用品,クリップ,"Stockwell ペーパー クリップ, 12 パック",9768,11,0,1254,34.6937,135.5023,金児 皐,50000000,
106,JP-2019-1046701,2019-08-20 00:00:00,2019-08-26 00:00:00,通常配送,相美-20380,相原 美月,消費者,津山市,岡山県,日本,中国地方,事務用-ラベ-10000531,事務用品,ラベル,"Hon 法的提出用ラベル, 調整可能",1752,3,0,696,34.6618,133.935,雨宮 武,30000000,○
107,JP-2019-1046701,2019-08-20 00:00:00,2019-08-26 00:00:00,通常配送,相美-20380,相原 美月,消費者,津山市,岡山県,日本,中国地方,家具-家具-10001991,家具,家具,"Eldon フレーム, マルチパック",23262,3,0,3720,34.6618,133.935,雨宮 武,30000000,○
108,JP-2016-1047598,2016-05-12 00:00:00,2016-05-16 00:00:00,通常配送,竹大-12760,竹石 大輔,大企業,田川郡川崎町,福岡県,日本,九州,事務用-文房-10003657,事務用品,文房具,"Fiskars はさみ, 業務用",8260,5,0,425,33.6064,130.4181,矢幡 翔太,35000000,
109,JP-2017-1048044,2017-01-26 00:00:00,2017-01-30 00:00:00,通常配送,登克-10555,登坂 克己,大企業,新宿区,東京都,日本,関東地方,事務用-紙-10002961,事務用品,紙,"ゼロックス ノート, プレミアム",5977.2,4,0.15,-422.8,35.6895,139.6917,中吉 孝,50000000,
110,JP-2017-1048044,2017-01-26 00:00:00,2017-01-30 00:00:00,通常配送,登克-10555,登坂 克己,大企業,新宿区,東京都,日本,関東地方,事務用-文房-10002344,事務用品,文房具,"Fiskars はさみ, 長方形",2250.8,2,0.15,-109.2,35.6895,139.6917,中吉 孝,50000000,
111,JP-2018-1048795,2018-01-02 00:00:00,2018-01-07 00:00:00,セカンド クラス,猪郁-20680,猪上 郁,小規模事業所,堺市堺区,大阪府,日本,関西地方,事務用-紙-10000031,事務用品,紙,"ゼロックス スケジュール帳, リサイクル",4056,3,0,444,34.6937,135.5023,金児 皐,50000000,
112,JP-2017-1048956,2017-06-05 00:00:00,2017-06-10 00:00:00,通常配送,河延-17485,河内 延,消費者,福山市,広島県,日本,中国地方,事務用-封筒-10002874,事務用品,封筒,"Cameo 社内用封筒, 赤",10194,3,0,4992,34.3963,132.4596,雨宮 武,30000000,
113,JP-2016-1049507,2016-06-24 00:00:00,2016-06-27 00:00:00,セカンド クラス,積千-19675,積田 千代,小規模事業所,稲沢市,愛知県,日本,中部地方,事務用-アプ-10001222,事務用品,アプライアンス,"ハミルトンビーチ 電子レンジ, 白",56130,3,0,20202,35.1802,136.9066,辻岡 美羽,40000000,○
114,JP-2019-1050014,2019-09-18 00:00:00,2019-09-22 00:00:00,通常配送,桃優-13840,桃木 優太,大企業,春日市,福岡県,日本,九州,事務用-バイ-10003967,事務用品,バインダー,"ウィルソン・ジョーンズ バインダー カバー, リサイクル",2310,3,0,18,33.6064,130.4181,矢幡 翔太,35000000,
115,JP-2019-1050014,2019-09-18 00:00:00,2019-09-22 00:00:00,通常配送,桃優-13840,桃木 優太,大企業,春日市,福岡県,日本,九州,家具-椅子-10001335,家具,椅子,"Novimex スツール, 黒",64812,6,0,18792,33.6064,130.4181,矢幡 翔太,35000000,
116,JP-2019-1050014,2019-09-18 00:00:00,2019-09-22 00:00:00,通常配送,桃優-13840,桃木 優太,大企業,春日市,福岡県,日本,九州,事務用-紙-10001531,事務用品,紙,"ゼロックス リーム, 12 パック",4064,2,0,932,33.6064,130.4181,矢幡 翔太,35000000,
117,JP-2016-1051959,2016-06-29 00:00:00,2016-07-03 00:00:00,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,家電-付属-10001486,家電,付属品,"エナーマックス マウス, エコノミー",13430,5,0,4560,35.5039,134.2377,雨宮 武,30000000,
118,JP-2016-1051959,2016-06-29 00:00:00,2016-07-03 00:00:00,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,家具-本棚-10000808,家具,本棚,"Dania コーナー シェルフ, メタル",24306,3,0,7530,35.5039,134.2377,雨宮 武,30000000,
119,JP-2016-1051959,2016-06-29 00:00:00,2016-07-03 00:00:00,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,事務用-保管-10004463,事務用品,保管箱,"Rogers フォルダ, メタル",5952,3,0,0,35.5039,134.2377,雨宮 武,30000000,
120,JP-2016-1051959,2016-06-29 00:00:00,2016-07-03 00:00:00,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,事務用-クリ-10000791,事務用品,クリップ,"Stockwell ホチキス, メタル",2106,3,0,18,35.5039,134.2377,雨宮 武,30000000,
121,JP-2019-1055191,2019-12-06 00:00:00,2019-12-11 00:00:00,セカンド クラス,木美-15940,木戸口 美羽,小規模事業所,瀬戸市,愛知県,日本,中部地方,事務用-アプ-10000546,事務用品,アプライアンス,"ブレビル ミキサー, 黒",11956,2,0,3824,35.1802,136.9066,辻岡 美羽,40000000,
122,JP-2016-1055699,2016-01-26 00:00:00,2016-01-30 00:00:00,通常配送,大千-21490,大矢 千代子,消費者,八戸市,青森県,日本,東北地方,家具-本棚-10002644,家具,本棚,"Sauder 棚セット, 白",91980,7,0,6426,40.8244,140.74,駒田 静香,20000000,
123,JP-2016-1055699,2016-01-26 00:00:00,2016-01-30 00:00:00,通常配送,大千-21490,大矢 千代子,消費者,八戸市,青森県,日本,東北地方,事務用-バイ-10002730,事務用品,バインダー,"カーディナル とじ機, クリア",13128,4,0,1968,40.8244,140.74,駒田 静香,20000000,
124,JP-2018-1056311,2018-05-19 00:00:00,2018-05-23 00:00:00,セカンド クラス,楯愛-11410,楯 愛子,消費者,伊豆の国市,静岡県,日本,中部地方,事務用-封筒-10002430,事務用品,封筒,"Cameo 茶封筒, 50 枚セット",3240,3,0.4,-1296,34.9769,138.3831,辻岡 美羽,40000000,
125,JP-2019-1056726,2019-04-03 00:00:00,2019-04-05 00:00:00,ファースト クラス,梅愛-21715,梅﨑 愛子,小規模事業所,伊勢原市,神奈川県,日本,関東地方,事務用-バイ-10002737,事務用品,バインダー,"Ibico 穴の補強テープ, リサイクル",980,2,0,252,35.4478,139.6425,中吉 孝,50000000,○
126,JP-2018-1057064,2018-11-13 00:00:00,2018-11-16 00:00:00,ファースト クラス,佐美-17245,佐田 美羽,消費者,宇部市,山口県,日本,中国地方,家電-事務-10001351,家電,事務機器,"StarTech プリンター, マルチカラー",20493.6,2,0.4,-2.4,34.1859,131.4714,雨宮 武,30000000,
127,JP-2019-1057621,2019-05-10 00:00:00,2019-05-13 00:00:00,ファースト クラス,姉彩-15490,姉川 彩乃,消費者,つくば市,茨城県,日本,関東地方,事務用-ラベ-10003190,事務用品,ラベル,"Harbour Creations 法的提出用ラベル, 調整可能",1180,2,0,92,36.3418,140.4468,中吉 孝,50000000,○
128,JP-2017-1058309,2017-09-22 00:00:00,2017-09-24 00:00:00,セカンド クラス,島千-21340,島名 千代子,消費者,新宿区,東京都,日本,関東地方,家具-本棚-10003493,家具,本棚,"Dania コーナー シェルフ, 黒",20981.4,3,0.15,6413.4,35.6895,139.6917,中吉 孝,50000000,
129,JP-2018-1058313,2018-06-19 00:00:00,2018-06-21 00:00:00,セカンド クラス,松桜-19300,松藤 桜,消費者,高松市,香川県,日本,四国,家具-椅子-10002442,家具,椅子,"Novimex ビーチ チェア, 黒",2902,1,0,638,34.3401,134.0434,川波 結菜,20000000,
130,JP-2017-1058654,2017-06-28 00:00:00,2017-07-03 00:00:00,通常配送,徳実-19750,徳村 実,消費者,立川市,東京都,日本,関東地方,家具-椅子-10004435,家具,椅子,"Novimex 椅子用マット, 調整可能",3333.7,1,0.15,1215.7,35.6895,139.6917,中吉 孝,50000000,
131,JP-2018-1059117,2018-10-20 00:00:00,2018-10-25 00:00:00,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,家具-本棚-10002855,家具,本棚,"Sauder 書庫, 従来型",103368,4,0,47544,35.1802,136.9066,辻岡 美羽,40000000,
132,JP-2018-1059117,2018-10-20 00:00:00,2018-10-25 00:00:00,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,家電-コピ-10004300,家電,コピー機,"ヒューレット・パッカード インク, デジタル",29664,3,0,6822,35.1802,136.9066,辻岡 美羽,40000000,
133,JP-2018-1059117,2018-10-20 00:00:00,2018-10-25 00:00:00,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,事務用-クリ-10003503,事務用品,クリップ,"OIC 画鋲, 各種サイズ",1536,2,0,336,35.1802,136.9066,辻岡 美羽,40000000,
134,JP-2018-1059117,2018-10-20 00:00:00,2018-10-25 00:00:00,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,事務用-バイ-10001094,事務用品,バインダー,"Avery タブ, クリア",1544,4,0,648,35.1802,136.9066,辻岡 美羽,40000000,
135,JP-2018-1059117,2018-10-20 00:00:00,2018-10-25 00:00:00,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,事務用-文房-10000598,事務用品,文房具,"Elite 裁断機, スチール",16428,6,0,510,35.1802,136.9066,辻岡 美羽,40000000,
136,JP-2018-1061579,2018-09-11 00:00:00,2018-09-15 00:00:00,通常配送,稲静-14635,稲木 静香,大企業,蒲生郡日野町,滋賀県,日本,関西地方,家電-付属-10003974,家電,付属品,"ベルキン キーパッド, プログラミング可能",7900,2,0,3160,35.0045,135.8686,金児 皐,50000000,
137,JP-2019-1048795,2019-08-07 00:00:00,2019-08-08 00:00:00,ファースト クラス,山海-13660,山仲 海斗,消費者,唐津市,佐賀県,日本,九州,事務用-アプ-10000491,事務用品,アプライアンス,"キッチンエイド コンロ, シルバー",532840,14,0,31948,33.2494,130.2988,矢幡 翔太,35000000,
138,JP-2019-1062072,2019-10-07 00:00:00,2019-10-11 00:00:00,セカンド クラス,堀剛-17605,堀口 剛,大企業,新宿区,東京都,日本,関東地方,事務用-バイ-10002204,事務用品,バインダー,"アコ 穴あけパンチ, クリア",13409.6,8,0.15,625.6,35.6895,139.6917,中吉 孝,50000000,
139,JP-2019-1062072,2019-10-07 00:00:00,2019-10-11 00:00:00,セカンド クラス,堀剛-17605,堀口 剛,大企業,新宿区,東京都,日本,関東地方,事務用-文房-10004974,事務用品,文房具,"Elite 大型のはさみ, 業務用",5511.4,2,0.15,-648.6,35.6895,139.6917,中吉 孝,50000000,
140,JP-2019-1063100,2019-05-22 00:00:00,2019-05-24 00:00:00,ファースト クラス,手一-14380,手塚 一樹,消費者,藤岡市,群馬県,日本,関東地方,事務用-紙-10002684,事務用品,紙,"Green Bar 事務用品, 12 パック",28016,8,0,11472,36.3911,139.0608,中吉 孝,50000000,
141,JP-2016-1064044,2016-03-16 00:00:00,2016-03-21 00:00:00,セカンド クラス,生海-21220,生原 海斗,消費者,尾道市,広島県,日本,中国地方,事務用-封筒-10001589,事務用品,封筒,"Cameo 業務用封筒, 50 枚セット",3390,3,0,402,34.3963,132.4596,雨宮 武,30000000,
142,JP-2019-1064191,2019-11-11 00:00:00,2019-11-15 00:00:00,通常配送,下智-11140,下方 智子,消費者,福井市,福井県,日本,中部地方,事務用-バイ-10002306,事務用品,バインダー,"アコ とじ機, エコノミー",10218,3,0,1224,36.0652,136.2216,辻岡 美羽,40000000,
143,JP-2016-1065144,2016-04-30 00:00:00,2016-05-06 00:00:00,通常配送,上和-20830,上畠 和子,消費者,安城市,愛知県,日本,中部地方,家電-コピ-10003366,家電,コピー機,"キヤノン コピー機, カラー",158148,9,0,79074,35.1802,136.9066,辻岡 美羽,40000000,
144,JP-2018-1065266,2018-06-12 00:00:00,2018-06-17 00:00:00,通常配送,中康-17680,中林 康平,小規模事業所,下関市,山口県,日本,中国地方,家具-本棚-10002821,家具,本棚,"Dania 書庫, メタル",28948.8,2,0.4,3376.8,34.1859,131.4714,雨宮 武,30000000,
145,JP-2018-1065266,2018-06-12 00:00:00,2018-06-17 00:00:00,通常配送,中康-17680,中林 康平,小規模事業所,下関市,山口県,日本,中国地方,事務用-ラベ-10001071,事務用品,ラベル,"Hon 法的提出用ラベル, 赤",1281.6,3,0.4,-386.4,34.1859,131.4714,雨宮 武,30000000,
146,JP-2018-1065266,2018-06-12 00:00:00,2018-06-17 00:00:00,通常配送,中康-17680,中林 康平,小規模事業所,下関市,山口県,日本,中国地方,事務用-文房-10000649,事務用品,文房具,"Stiletto ペーパー ナイフ, 青",1135.2,1,0.4,131.2,34.1859,131.4714,雨宮 武,30000000,
147,JP-2018-1066203,2018-09-17 00:00:00,2018-09-21 00:00:00,通常配送,大美-13750,大門 美優,大企業,北上市,岩手県,日本,東北地方,事務用-保管-10002360,事務用品,保管箱,"Smead ロッカー, 業務用",23868,3,0.4,1590,39.7036,141.1527,駒田 静香,20000000,
148,JP-2018-1066651,2018-06-30 00:00:00,2018-07-02 00:00:00,セカンド クラス,日拓-11500,日野 拓也,消費者,田川郡川崎町,福岡県,日本,九州,事務用-保管-10002776,事務用品,保管箱,"Rogers フォルダ, 業務用",6234,3,0,1428,33.6064,130.4181,矢幡 翔太,35000000,○
149,JP-2019-1066800,2019-06-06 00:00:00,2019-06-11 00:00:00,通常配送,永陽-12865,永嶋 陽子,消費者,東置賜郡川西町,山形県,日本,東北地方,事務用-封筒-10003415,事務用品,封筒,"Jiffy 業務用封筒, 赤",6500,5,0,1560,38.2404,140.3633,駒田 静香,20000000,
150,JP-2016-1067553,2016-11-12 00:00:00,2016-11-16 00:00:00,通常配送,肥彩-18475,肥後 彩乃,小規模事業所,小平市,東京都,日本,関東地方,家具-本棚-10002621,家具,本棚,"Safco 棚セット, メタル",33354,3,0.15,1962,35.6895,139.6917,中吉 孝,50000000,
151,JP-2016-1067553,2016-11-12 00:00:00,2016-11-16 00:00:00,通常配送,肥彩-18475,肥後 彩乃,小規模事業所,小平市,東京都,日本,関東地方,事務用-封筒-10000348,事務用品,封筒,"GlobeWeis 社内用封筒, シルバー",17074.8,6,0.15,802.8,35.6895,139.6917,中吉 孝,50000000,
